title_main,title_original,release_year,runtime,country,language_,director,production,genre,top_cast,plot,rating_imdb,rating_metacritic,rating_rottentomatoes,imdb_id,website,trailer,poster_small,poster_large,connections,quality,subtitles
The Shape of Water,,2017,123 min,USA,"English, American Sign Language, Russian, French",Guillermo del Toro,Fox Searchlight Pictures,"Adventure, Drama, Fantasy, Horror, Romance, Thriller","Sally Hawkins, Michael Shannon, Richard Jenkins, Octavia Spencer","At a top secret research facility in the 1960s, a lonely janitor forms a unique relationship with an amphibious creature that is being held in captivity.",76,87,92,tt5580390,https://www.facebook.com/theshapeofwater/,,https://ia.media-imdb.com/images/M/MV5BNGNiNWQ5M2MtNGI0OC00MDA2LWI5NzEtMmZiYjVjMDEyOWYzXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_.jpg,https://ia.media-imdb.com/images/M/MV5BNGNiNWQ5M2MtNGI0OC00MDA2LWI5NzEtMmZiYjVjMDEyOWYzXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_SX300.jpg,,720,Spa
The Shawshank Redemption,,1994,142 min,USA,English,Frank Darabont,Columbia Pictures,Drama,"Tim Robbins, Morgan Freeman, Bob Gunton, William Sadler","Chronicles the experiences of a formerly successful banker as a prisoner in the gloomy jailhouse of Shawshank after being found guilty of a crime he did not commit. The film portrays the man's unique way of dealing with his new, torturous life; along the way he befriends a number of fellow prisoners, most notably a wise long-term inmate named Red.",93,80,91,tt0111161,,,https://m.media-amazon.com/images/M/MV5BMDFkYTc0MGEtZmNhMC00ZDIzLWFmNTEtODM1ZmRlYWMwMWFmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,https://m.media-amazon.com/images/M/MV5BMDFkYTc0MGEtZmNhMC00ZDIzLWFmNTEtODM1ZmRlYWMwMWFmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,,1080,
The Shining,,1980,146 min,"UK, USA",English,Stanley Kubrick,Warner Bros. Pictures,"Drama, Horror","Jack Nicholson, Shelley Duvall, Danny Lloyd, Scatman Crothers","Signing a contract, Jack Torrance, a normal writer and former teacher agrees to take care of a hotel which has a long, violent past that puts everyone in the hotel in a nervous situation. While Jack slowly gets more violent and angry of his life, his son, Danny, tries to use a special talent, the ""Shining"", to inform the people outside about whatever that is going on in the hotel.",84,63,87,tt0081505,,,https://ia.media-imdb.com/images/M/MV5BZWFlYmY2MGEtZjVkYS00YzU4LTg0YjQtYzY1ZGE3NTA5NGQxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BZWFlYmY2MGEtZjVkYS00YzU4LTg0YjQtYzY1ZGE3NTA5NGQxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,,1080,
The Silence of the Lambs,,1991,118 min,USA,English,Jonathan Demme,Orion Pictures Corporation,"Crime, Drama, Thriller","Jodie Foster, Lawrence A. Bonney, Kasi Lemmons, Lawrence T. Wrentz","FBI trainee Clarice Starling works hard to advance her career, including trying to hide or put behind her West Virginia roots, of which if some knew would automatically classify her as being backward or white trash. After graduation, she aspires to work in the agency's Behavioral Science Unit under the leadership of Jack Crawford. While she is still a trainee, Crawford does ask her to question Dr. Hannibal Lecter, a psychiatrist imprisoned thus far for eight years in maximum security isolation for being a serial killer, he who cannibalized his victims. Clarice is able to figure out the assignment is to pick Lecter's brains to help them solve another serial murder case, that of someone coined by the media as Buffalo Bill who has so far killed five victims, all located in the eastern US, all young women who are slightly overweight especially around the hips, all who were drowned in natural bodies of water, and all who were stripped of large swaths of skin. She also figures that Crawford chose her as a woman to be able to trigger some emotional response from Lecter. After speaking to Lecter for the first time, she realizes that everything with him will be a psychological game with her having often to read between the very cryptic lines he provides. She has to decide how much she will play along as his request in return for talking to him is to expose herself emotionally to him. The case takes more dire turns when a sixth victim is discovered, this one from who they are able to retrieve a key piece of evidence if Lecter is being forthright as to its meaning. A potential seventh victim is high profile Catherine Martin, the daughter of Senator Ruth Martin, which places greater scrutiny on the case as they search for a hopefully still alive Catherine. Who may factor into what happens is Dr. Frederick Chilton, the warden at the prison, he an opportunist who sees the higher profile with Catherine, meaning a higher profile for himself if he can insert himself successfully into the proceedings.",86,85,95,tt0102926,,,https://m.media-amazon.com/images/M/MV5BNjNhZTk0ZmEtNjJhMi00YzFlLWE1MmEtYzM1M2ZmMGMwMTU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg,https://m.media-amazon.com/images/M/MV5BNjNhZTk0ZmEtNjJhMi00YzFlLWE1MmEtYzM1M2ZmMGMwMTU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,Hannibal,1080,Eng
The Sixth Sense,,1999,107 min,USA,"English, Latin, Spanish",M. Night Shyamalan,Hollywood/Buena Vista,"Drama, Mystery, Thriller","Bruce Willis, Haley Joel Osment, Toni Collette, Olivia Williams","Malcom Crowe (Bruce Willis)is a child psychologist who receives an award on the same night that he is visited by a very unhappy ex-patient. After this encounter, Crowe takes on the task of curing a young boy with the same ills as the ex-patient (Donnie Wahlberg) . This boy ""sees dead people"". Crowe spends a lot of time with the boy much to the dismay of his wife (Olivia Williams). Cole's mom (Toni Collette) is at her wit's end with what to do about her son's increasing problems. Crowe is the boy's only hope.",81,64,86,tt0167404,,,https://m.media-amazon.com/images/M/MV5BMWM4NTFhYjctNzUyNi00NGMwLTk3NTYtMDIyNTZmMzRlYmQyXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_.jpg,https://m.media-amazon.com/images/M/MV5BMWM4NTFhYjctNzUyNi00NGMwLTk3NTYtMDIyNTZmMzRlYmQyXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,,1080,Eng
The Straight Story,,1999,112 min,"France, UK, USA",English,David Lynch,Buena Vista Pictures,"Biography, Drama","Sissy Spacek, Jane Galloway Heitz, Joseph A. Carpenter, Donald Wiegert","""The Straight Story"" chronicles a trip made by 73-year-old Alvin Straight from Laurens, Iowa, to Mt. Zion, Wis., in 1994 while riding a lawn mower. The man undertook his strange journey to mend his relationship with his ill, estranged, 75-year-old brother Lyle.",80,86,96,tt0166896,http://disney.go.com/DisneyPictures/straightstory/index.html,,https://m.media-amazon.com/images/M/MV5BNmE1MDk4OWEtYjk1NS00MWU2LTk5ZWItYjZhYmRkODRjMDc0XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_.jpg,https://m.media-amazon.com/images/M/MV5BNmE1MDk4OWEtYjk1NS00MWU2LTk5ZWItYjZhYmRkODRjMDc0XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,,1080,Eng
The Talented Mr. Ripley,,1999,139 min,USA,"English, Italian",Anthony Minghella,,"Crime, Drama, Thriller","Matt Damon, Gwyneth Paltrow, Jude Law, Cate Blanchett","The 1950s. Manhattan lavatory attendant, Tom Ripley, borrows a Princeton jacket to play piano at a garden party. When the wealthy father of a recent Princeton grad chats Tom up, Tom pretends to know the son and is soon offered $1,000 to go to Italy to convince Dickie Greenleaf to return home. In Italy, Tom attaches himself to Dickie and to Marge, Dickie's cultured fiancée, pretending to love jazz and harboring homoerotic hopes as he soaks in luxury. Besides lying, Tom's talents include impressions and forgery, so when the handsome and confident Dickie tires of Tom, dismissing him as a bore, Tom goes to extreme lengths to make Greenleaf's privileges his own.",74,76,83,tt0134119,,,https://m.media-amazon.com/images/M/MV5BODA3NDhiZjYtYTk2NS00ZWYwLTljYTQtMjU0NzcyMGEzNTU2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://m.media-amazon.com/images/M/MV5BODA3NDhiZjYtYTk2NS00ZWYwLTljYTQtMjU0NzcyMGEzNTU2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,,1080,Eng
The Terminator,,1984,107 min,"UK, USA","English, Spanish",James Cameron,Orion Pictures Corporation,"Action, Sci-Fi","Arnold Schwarzenegger, Michael Biehn, Linda Hamilton, Paul Winfield","A cyborg is sent from the future on a deadly mission. He has to kill Sarah Connor, a young woman whose life will have a great significance in years to come. Sarah has only one protector - Kyle Reese - also sent from the future. The Terminator uses his exceptional intelligence and strength to find Sarah, but is there any way to stop the seemingly indestructible cyborg ?",80,83,100,tt0088247,http://www.terminator1.com/,,https://ia.media-imdb.com/images/M/MV5BODE1MDczNTUxOV5BMl5BanBnXkFtZTcwMTA0NDQyNA@@._V1_.jpg,https://ia.media-imdb.com/images/M/MV5BODE1MDczNTUxOV5BMl5BanBnXkFtZTcwMTA0NDQyNA@@._V1_SX300.jpg,The Terminator,720,Eng
The Thing,,1982,109 min,USA,"English, Norwegian",John Carpenter,Universal Pictures,"Horror, Mystery, Sci-Fi","Kurt Russell, Wilford Brimley, T.K. Carter, David Clennon","A US research station, Antarctica, early-winter 1982. The base is suddenly buzzed by a helicopter from the nearby Norwegian research station. They are trying to kill a dog that has escaped from their base. After the destruction of the Norwegian chopper the members of the US team fly to the Norwegian base, only to discover them all dead or missing. They do find the remains of a strange creature the Norwegians burned. The Americans take it to their base and deduce that it is an alien life form. After a while it is apparent that the alien can take over and assimilate into other life forms, including humans, and can spread like a virus. This means that anyone at the base could be inhabited by The Thing, and tensions escalate.",81,57,84,tt0084787,http://www.theofficialjohncarpenter.com/pages/themovies/th/th.html,,https://m.media-amazon.com/images/M/MV5BNDcyZmFjY2YtN2I1OC00MzU3LWIzZGEtZDA5N2VlNDJjYWI3L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,https://m.media-amazon.com/images/M/MV5BNDcyZmFjY2YtN2I1OC00MzU3LWIzZGEtZDA5N2VlNDJjYWI3L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,"Apocalypse trilogy, The Thing from Another World (1951) remake",1080,Eng
The Thing from Another World,,1951,87 min,USA,English,"Christian Nyby, Howard Hawks",Warner Home Video,"Horror, Sci-Fi","Margaret Sheridan, Kenneth Tobey, Robert Cornthwaite, Douglas Spencer","Scientists at an Arctic research station discover a spacecraft buried in the ice. Upon closer examination, they discover the frozen pilot. All hell breaks loose when they take him back to their station and he is accidentally thawed out!",71,,89,tt0044121,,,https://m.media-amazon.com/images/M/MV5BODA5MjE1MTY2Ml5BMl5BanBnXkFtZTgwNzU5MjQxMDE@._V1_.jpg,https://m.media-amazon.com/images/M/MV5BMTQwNjQzYTktN2RlMy00YTQ4LWE1YmYtMDEwY2U2ZDA0ZTlmXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,,1080,Eng
The Three Treasures | The Birth of Japan ,"日本誕生, Nippon Tanjō",1959,182 min,Japan,Japanese,Hiroshi Inagaki,,"Adventure, Comedy, Drama, Fantasy","Toshirô Mifune, Yôko Tsukasa, Akihiko Hirata, Kyôko Kagawa","The legend of the birth of Shintoism. In Fourth Century Japan, the Emperor Keikoh's son Ouso expects to succeed his father on the throne, but Otomo, the Emperor's vassal, prefers Ouso's stepbrother Waka, and conspires to have Ouso die on a dangerous mission he has contrived. But Ouso prevails in the mission and returns to his father's castle under a new name, Prince Yamato Takeru. Otomo plots to have the Prince sent into even greater danger, but Otomo is unaware that the gods have favored the Prince and the outcome is far from what any of them expected.",68,,,tt0053117,,,https://m.media-amazon.com/images/M/MV5BNWUyMzU1Y2UtOGFmMy00OThkLTkzZDMtNDRmOTNmNDM5ODBiXkEyXkFqcGdeQXVyMjExMzEyNTM@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNWUyMzU1Y2UtOGFmMy00OThkLTkzZDMtNDRmOTNmNDM5ODBiXkEyXkFqcGdeQXVyMjExMzEyNTM@._V1_SX300.jpg,,SD,"Eng, Spa"
The Throne ,"사도, Sado",2015,125 min,South Korea,Korean,Joon-ik Lee,,"Drama, History","Song Kang-ho, Yoo Ah-in, Moon Geun-young","Over a period of eight days, an 18th-century Korean king punishes his only son for attempted regicide. Flashbacks reveal the chain of events that led the son to rebel against his father in this tale of the strained relationships that exist between all fathers (who want their sons to grow into fine and competent men) and their sons (who struggle to prove themselves in order to earn their fathers' respect and approval).",71,,,tt4010918,,,https://m.media-amazon.com/images/M/MV5BMjI1NjY5MDEzOV5BMl5BanBnXkFtZTgwODg2NTEwNzE@._V1_.jpg,https://m.media-amazon.com/images/M/MV5BMjI1NjY5MDEzOV5BMl5BanBnXkFtZTgwODg2NTEwNzE@._V1_SX300.jpg,,1080,Eng
The Time Machine,,1960,103 min,USA,English,George Pal,MGM Home Entertainment,"Adventure, Romance, Sci-Fi, Thriller","Rod Taylor, Alan Young, Yvette Mimieux, Sebastian Cabot","On January 5, 1900, a disheveled looking H.G. Wells - George to his friends - arrives late to his own dinner party. He tells his guests of his travels in his time machine, the work about which his friends knew. They were also unbelieving, and skeptical of any practical use if it did indeed work. George knew that his machine was stationary in geographic position, but he did not account for changes in what happens over time to that location. He also learns that the machine is not impervious and he is not immune to those who do not understand him or the machine's purpose. George tells his friends that he did not find the Utopian society he so wished had developed. He mentions specifically a civilization several thousand years into the future which consists of the subterranean morlocks and the surface dwelling eloi, who on first glance lead a carefree life. Despite all these issues, love can still bloom over the spread of millennia.",76,67,77,tt0054387,,,https://m.media-amazon.com/images/M/MV5BYzEwNGJiY2EtYTZmYi00NjZhLWEwZmUtMjc0MTJlODgzZmY4XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_.jpg,https://m.media-amazon.com/images/M/MV5BYzEwNGJiY2EtYTZmYi00NjZhLWEwZmUtMjc0MTJlODgzZmY4XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,,1080,
The Triplets of Belleville ,Les triplettes de Belleville,2003,78 min,"France, Belgium, Canada, UK, Latvia, USA","French, Portuguese, English",Sylvain Chomet,,"Animation, Comedy, Drama","Jean-Claude Donda, Dirk Denoyelle, Monica Viegas, Graziellia de Villa","Madame Souza, an elderly woman, instills in her grandson Champion (for who she acts as his guardian) a love of cycling. As a young man, he does become a dedicated road racer with his grandmother as his trainer. During a mountainous leg of the Tour de France in which Champion is racing, he goes missing. Evidence points to him being kidnapped. Indeed, he and two of his competitors were kidnapped, the kidnappers who want to use the threesome's unique skills for nefarious purposes. With Champion's overweight and faithful pet dog Bruno at her side, Madame Souza goes looking for Champion. Their trek takes them overseas to the town of Belleville. Without any money, Madame Souza and Bruno are befriended and taken in by three eccentric elderly women, who were once the renowned jazz singing group The Triplets of Belleville. The triplets help Madame Souza and Bruno try to locate and rescue Champion.",78,91,,tt0286244,,,https://m.media-amazon.com/images/M/MV5BMjAzMzUxNzc5M15BMl5BanBnXkFtZTgwODc2NDE2MDE@._V1_.jpg,https://m.media-amazon.com/images/M/MV5BMjAzMzUxNzc5M15BMl5BanBnXkFtZTgwODc2NDE2MDE@._V1_SX300.jpg,,720,Eng
The Untouchables,,1987,119 min,USA,English,Brian De Palma,Paramount Pictures,"Crime, Drama, Thriller","Kevin Costner, Sean Connery, Charles Martin Smith, Andy Garcia","1920's prohibition Chicago is corrupt from the judges downward. So in going up against Al Capone, Treasury agent Eliot Ness picks just two cops to help him and his accountant colleague. One is a sharp-shooting rookie, the other a seen-it-all beat man. The four of them are ready to battle Capone and his empire, but it could just be that guns are not the best way to get him.",79,79,81,tt0094226,,,https://m.media-amazon.com/images/M/MV5BYTVjYWJmMWQtYWU4Ni00MWY3LWI2YmMtNTI5MDE0MWVmMmEzL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://m.media-amazon.com/images/M/MV5BYTVjYWJmMWQtYWU4Ni00MWY3LWI2YmMtNTI5MDE0MWVmMmEzL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,,1080,Eng
The Usual Suspects,,1995,106 min,"USA, Germany","English, Hungarian, Spanish, French",Bryan Singer,Gramercy Pictures,"Crime, Mystery, Thriller","Stephen Baldwin, Gabriel Byrne, Benicio Del Toro, Kevin Pollak","Following a truck hijack in New York, five conmen are arrested and brought together for questioning. As none of them are guilty, they plan a revenge operation against the police. The operation goes well, but then the influence of a legendary mastermind criminal called Keyser Söze is felt. It becomes clear that each one of them has wronged Söze at some point and must pay back now. The payback job leaves 27 men dead in a boat explosion, but the real question arises now: Who actually is Keyser Söze?",85,77,89,tt0114814,,,https://m.media-amazon.com/images/M/MV5BYTViNjMyNmUtNDFkNC00ZDRlLThmMDUtZDU2YWE4NGI2ZjVmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg,https://m.media-amazon.com/images/M/MV5BYTViNjMyNmUtNDFkNC00ZDRlLThmMDUtZDU2YWE4NGI2ZjVmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,,1080,Eng
The War of the Worlds,,1953,85 min,USA,"English, Spanish",Byron Haskin,,"Action, Sci-Fi, Thriller","Gene Barry, Ann Robinson, Les Tremayne, Robert Cornthwaite",H.G. Well's classic novel is brought to life in this tale of alien invasion. The residents of a small town in California are excited when a flaming meteor lands in the hills. Their joy is tempered somewhat when they discover that it has passengers who are not very friendly. The movie itself is understood better when you consider that it was made at the height of the Cold War--just replace Martian with Russian....,71,78,,tt0046534,,,https://m.media-amazon.com/images/M/MV5BYTViNjlmM2ItMmRhZC00ZDhkLWE2NTQtNzViMTgxNzY2MGY4XkEyXkFqcGdeQXVyNjEyNjA4ODg@._V1_.jpg,https://m.media-amazon.com/images/M/MV5BYTViNjlmM2ItMmRhZC00ZDhkLWE2NTQtNzViMTgxNzY2MGY4XkEyXkFqcGdeQXVyNjEyNjA4ODg@._V1_SX300.jpg,The War of the Worlds,1080,Eng
